frame,class_id,class_name,x_center,y_center,width,height
258,4,kambil sicukil,0.478823,0.492008,0.076437,0.050953
258,2,jung agung,0.080091,0.495714,0.064755,0.087052
258,13,kupi,0.423951,0.801344,0.103359,0.08825
258,6,abstrak,0.224258,0.160109,0.113911,0.125896
258,10,adiwarna,0.542003,0.172698,0.09712,0.079135
258,2,jung agung,0.220062,0.468872,0.107917,0.069568
258,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
258,13,kupi,0.552797,0.852555,0.087531,0.081536
259,6,abstrak,0.076458,0.119271,0.129896,0.117917
259,10,adiwarna,0.416138,0.136964,0.108589,0.101323
259,1,granitan,0.751042,0.084581,0.045729,0.015474
259,1,granitan,0.845781,0.146206,0.036833,0.019339
259,3,kembang cengkih,0.748487,0.485805,0.085911,0.076234
259,3,kembang cengkih,0.889753,0.483409,0.066776,0.079203
259,4,kambil sicukil,0.478831,0.491995,0.076432,0.050958
259,2,jung agung,0.080081,0.495703,0.064755,0.087052
259,13,kupi,0.424401,0.801578,0.103167,0.088104
259,6,abstrak,0.224258,0.160109,0.113911,0.125896
259,10,adiwarna,0.542003,0.172698,0.09712,0.079135
259,2,jung agung,0.220062,0.468872,0.107917,0.069568
259,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
259,13,kupi,0.552797,0.852555,0.087531,0.081536
260,6,abstrak,0.076268,0.119221,0.129568,0.117828
260,10,adiwarna,0.416135,0.136982,0.108594,0.101359
260,1,granitan,0.75106,0.084578,0.045703,0.015479
260,1,granitan,0.845807,0.146221,0.036833,0.019339
260,3,kembang cengkih,0.74851,0.485846,0.085844,0.076151
260,3,kembang cengkih,0.88975,0.483401,0.06675,0.079187
260,4,kambil sicukil,0.478841,0.491984,0.076432,0.050958
260,2,jung agung,0.08007,0.495695,0.064755,0.087047
260,13,kupi,0.424854,0.801815,0.102969,0.087953
260,6,abstrak,0.224258,0.160109,0.113911,0.125896
260,10,adiwarna,0.542003,0.172698,0.09712,0.079135
260,2,jung agung,0.220062,0.468872,0.107917,0.069568
260,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
260,13,kupi,0.552797,0.852555,0.087531,0.081536
261,6,abstrak,0.076081,0.119169,0.129234,0.117745
261,10,adiwarna,0.416135,0.136995,0.108604,0.101396
261,1,granitan,0.751083,0.084578,0.045677,0.015479
261,1,granitan,0.845839,0.146237,0.036833,0.019339
261,3,kembang cengkih,0.748539,0.485885,0.085776,0.076073
261,3,kembang cengkih,0.889747,0.483396,0.066724,0.079167
261,4,kambil sicukil,0.478849,0.491974,0.076437,0.050958
261,2,jung agung,0.080055,0.495685,0.064755,0.087047
261,13,kupi,0.425305,0.802047,0.102766,0.087802
261,6,abstrak,0.224258,0.160109,0.113911,0.125896
261,10,adiwarna,0.542003,0.172698,0.09712,0.079135
261,2,jung agung,0.220062,0.468872,0.107917,0.069568
261,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
261,13,kupi,0.552797,0.852555,0.087531,0.081536
262,6,abstrak,0.075893,0.11912,0.128901,0.117656
262,10,adiwarna,0.416133,0.137013,0.108609,0.101432
262,1,granitan,0.751104,0.084578,0.045656,0.015479
262,1,granitan,0.845865,0.146253,0.036833,0.019339
262,3,kembang cengkih,0.748565,0.485924,0.085703,0.075995
262,3,kembang cengkih,0.889742,0.483388,0.066693,0.079151
262,4,kambil sicukil,0.478857,0.491964,0.076432,0.050958
262,2,jung agung,0.080044,0.495677,0.064755,0.087052
262,13,kupi,0.425755,0.802281,0.102573,0.087656
262,6,abstrak,0.224258,0.160109,0.113911,0.125896
262,10,adiwarna,0.542003,0.172698,0.09712,0.079135
262,2,jung agung,0.220062,0.468872,0.107917,0.069568
262,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
262,13,kupi,0.552797,0.852555,0.087531,0.081536
263,6,abstrak,0.075706,0.119068,0.128568,0.117573
263,10,adiwarna,0.416133,0.137029,0.108609,0.101464
263,1,granitan,0.751125,0.084576,0.045635,0.015474
263,1,granitan,0.845891,0.146266,0.036833,0.019333
263,3,kembang cengkih,0.748591,0.485964,0.08563,0.075917
263,3,kembang cengkih,0.88974,0.483383,0.066667,0.07913
263,4,kambil sicukil,0.478867,0.491953,0.076432,0.050958
263,2,jung agung,0.080034,0.495667,0.064755,0.087052
263,13,kupi,0.426208,0.802516,0.102375,0.08751
263,6,abstrak,0.224258,0.160109,0.113911,0.125896
263,10,adiwarna,0.542003,0.172698,0.09712,0.079135
263,2,jung agung,0.220062,0.468872,0.107917,0.069568
263,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
263,13,kupi,0.552797,0.852555,0.087531,0.081536
264,6,abstrak,0.075518,0.119018,0.128234,0.117484
264,10,adiwarna,0.416133,0.137044,0.10862,0.101505
264,1,granitan,0.751146,0.084576,0.045615,0.015474
264,1,granitan,0.845919,0.146281,0.036828,0.019333
264,3,kembang cengkih,0.74862,0.486003,0.085562,0.075839
264,3,kembang cengkih,0.88974,0.483375,0.066635,0.079115
264,4,kambil sicukil,0.478878,0.49194,0.076432,0.050953
264,2,jung agung,0.080021,0.495659,0.06476,0.087047
264,13,kupi,0.426659,0.802747,0.102182,0.087359
264,6,abstrak,0.224258,0.160109,0.113911,0.125896
264,10,adiwarna,0.542003,0.172698,0.09712,0.079135
264,2,jung agung,0.220062,0.468872,0.107917,0.069568
264,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
264,13,kupi,0.552797,0.852555,0.087531,0.081536
265,6,abstrak,0.075331,0.118966,0.127901,0.117401
265,10,adiwarna,0.41613,0.13706,0.108625,0.101536
265,1,granitan,0.751164,0.084576,0.045589,0.015474
265,1,granitan,0.845948,0.146294,0.036833,0.019339
265,3,kembang cengkih,0.748643,0.486044,0.085495,0.075755
265,3,kembang cengkih,0.889737,0.48337,0.066609,0.079094
265,4,kambil sicukil,0.478883,0.49193,0.076432,0.050953
265,2,jung agung,0.080008,0.495648,0.064755,0.087047
265,13,kupi,0.427112,0.802984,0.101984,0.087208
265,6,abstrak,0.224258,0.160109,0.113911,0.125896
265,10,adiwarna,0.542003,0.172698,0.09712,0.079135
265,2,jung agung,0.220062,0.468872,0.107917,0.069568
265,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
265,13,kupi,0.552797,0.852555,0.087531,0.081536
266,6,abstrak,0.075143,0.118917,0.127568,0.117313
266,10,adiwarna,0.416128,0.137076,0.10863,0.101578
266,1,granitan,0.751185,0.084576,0.045568,0.015474
266,1,granitan,0.845974,0.14631,0.036833,0.019339
266,3,kembang cengkih,0.748672,0.486083,0.085427,0.075677
266,3,kembang cengkih,0.889734,0.483362,0.066583,0.079078
266,4,kambil sicukil,0.478893,0.491919,0.076432,0.050953
266,2,jung agung,0.079997,0.495638,0.064755,0.087047
266,13,kupi,0.427563,0.803219,0.101792,0.087063
266,6,abstrak,0.224258,0.160109,0.113911,0.125896
266,10,adiwarna,0.542003,0.172698,0.09712,0.079135
266,2,jung agung,0.220062,0.468872,0.107917,0.069568
266,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
266,13,kupi,0.552797,0.852555,0.087531,0.081536
267,6,abstrak,0.074956,0.118865,0.127234,0.117229
267,10,adiwarna,0.41613,0.137091,0.108635,0.101609
267,1,granitan,0.751206,0.084576,0.045547,0.015474
267,1,granitan,0.846,0.146326,0.036833,0.019339
267,3,kembang cengkih,0.748698,0.486122,0.085354,0.075599
267,3,kembang cengkih,0.889732,0.483357,0.066557,0.079057
267,4,kambil sicukil,0.478904,0.491909,0.076432,0.050953
267,2,jung agung,0.079987,0.49563,0.064755,0.087052
267,13,kupi,0.428016,0.803453,0.101594,0.086917
267,6,abstrak,0.224258,0.160109,0.113911,0.125896
267,10,adiwarna,0.542003,0.172698,0.09712,0.079135
267,2,jung agung,0.220062,0.468872,0.107917,0.069568
267,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
267,13,kupi,0.552797,0.852555,0.087531,0.081536
268,6,abstrak,0.074768,0.118813,0.126901,0.117146
268,10,adiwarna,0.416128,0.137109,0.108641,0.101646
268,1,granitan,0.751227,0.084576,0.045526,0.015474
268,1,granitan,0.846029,0.146341,0.036828,0.019339
268,3,kembang cengkih,0.748727,0.486161,0.085286,0.075521
268,3,kembang cengkih,0.889729,0.483349,0.066531,0.079042
268,4,kambil sicukil,0.478911,0.491898,0.076437,0.050953
268,2,jung agung,0.079971,0.495622,0.064755,0.087047
268,13,kupi,0.428466,0.803685,0.101401,0.086766
268,6,abstrak,0.224258,0.160109,0.113911,0.125896
268,10,adiwarna,0.542003,0.172698,0.09712,0.079135
268,2,jung agung,0.220062,0.468872,0.107917,0.069568
268,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
268,13,kupi,0.552797,0.852555,0.087531,0.081536
269,6,abstrak,0.074578,0.118763,0.126573,0.117057
269,10,adiwarna,0.416125,0.137122,0.108646,0.101682
269,1,granitan,0.751245,0.084576,0.0455,0.015474
269,1,granitan,0.846057,0.146357,0.036833,0.019339
269,3,kembang cengkih,0.748753,0.486201,0.085214,0.075443
269,3,kembang cengkih,0.889729,0.483344,0.0665,0.079021
269,4,kambil sicukil,0.478919,0.491888,0.076432,0.050953
269,2,jung agung,0.079961,0.495612,0.064755,0.087047
269,13,kupi,0.428919,0.803922,0.101203,0.086615
269,6,abstrak,0.224258,0.160109,0.113911,0.125896
269,10,adiwarna,0.542003,0.172698,0.09712,0.079135
269,2,jung agung,0.220062,0.468872,0.107917,0.069568
269,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
269,13,kupi,0.552797,0.852555,0.087531,0.081536
270,6,abstrak,0.074427,0.118984,0.12624,0.116698
270,10,adiwarna,0.416125,0.137138,0.108656,0.101714
270,1,granitan,0.751268,0.084576,0.045474,0.015474
270,1,granitan,0.846083,0.146372,0.036833,0.019339
270,3,kembang cengkih,0.748779,0.48624,0.085151,0.075365
270,3,kembang cengkih,0.889724,0.483336,0.066469,0.079005
270,4,kambil sicukil,0.47893,0.491878,0.076432,0.050953
270,2,jung agung,0.079951,0.495602,0.064755,0.087047
270,13,kupi,0.42937,0.804156,0.10101,0.086469
270,6,abstrak,0.224258,0.160109,0.113911,0.125896
270,10,adiwarna,0.542003,0.172698,0.09712,0.079135
270,2,jung agung,0.220062,0.468872,0.107917,0.069568
270,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
270,13,kupi,0.552797,0.852555,0.087531,0.081536
271,6,abstrak,0.074273,0.119211,0.125911,0.116339
271,10,adiwarna,0.416125,0.137154,0.108656,0.101755
271,1,granitan,0.751289,0.084576,0.045453,0.015474
271,1,granitan,0.846109,0.146385,0.036833,0.019333
271,3,kembang cengkih,0.748805,0.486281,0.085078,0.075281
271,3,kembang cengkih,0.889721,0.483331,0.066443,0.078984
271,4,kambil sicukil,0.47894,0.491867,0.076432,0.050953
271,2,jung agung,0.07994,0.495594,0.064755,0.087052
271,13,kupi,0.429823,0.804391,0.100812,0.086323
271,6,abstrak,0.224258,0.160109,0.113911,0.125896
271,10,adiwarna,0.542003,0.172698,0.09712,0.079135
271,2,jung agung,0.220062,0.468872,0.107917,0.069568
271,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
271,13,kupi,0.552797,0.852555,0.087531,0.081536
272,6,abstrak,0.074122,0.119432,0.125578,0.115979
272,10,adiwarna,0.416122,0.137169,0.108661,0.101786
272,1,granitan,0.75131,0.084573,0.045432,0.015479
272,1,granitan,0.846141,0.146401,0.036833,0.019333
272,3,kembang cengkih,0.748831,0.48632,0.085005,0.075203
272,3,kembang cengkih,0.889719,0.483323,0.066417,0.078969
272,4,kambil sicukil,0.478945,0.491854,0.076432,0.050958
272,2,jung agung,0.079924,0.495583,0.064755,0.087052
272,13,kupi,0.430271,0.804622,0.100615,0.086172
272,6,abstrak,0.224258,0.160109,0.113911,0.125896
272,10,adiwarna,0.542003,0.172698,0.09712,0.079135
272,2,jung agung,0.220062,0.468872,0.107917,0.069568
272,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
272,13,kupi,0.552797,0.852555,0.087531,0.081536
273,6,abstrak,0.073971,0.119656,0.125255,0.115615
273,10,adiwarna,0.416122,0.137187,0.108672,0.101823
273,1,granitan,0.751328,0.084573,0.045406,0.015479
273,1,granitan,0.846167,0.146414,0.036833,0.019339
273,3,kembang cengkih,0.748859,0.486359,0.084937,0.075125
273,3,kembang cengkih,0.889716,0.483318,0.066391,0.078948
273,4,kambil sicukil,0.478956,0.491844,0.076432,0.050958
273,2,jung agung,0.079914,0.495576,0.064755,0.087047
273,13,kupi,0.430724,0.804857,0.100417,0.086026
273,6,abstrak,0.224258,0.160109,0.113911,0.125896
273,10,adiwarna,0.542003,0.172698,0.09712,0.079135
273,2,jung agung,0.220062,0.468872,0.107917,0.069568
273,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
273,13,kupi,0.552797,0.852555,0.087531,0.081536
274,6,abstrak,0.07382,0.11988,0.124922,0.11526
274,10,adiwarna,0.41612,0.137201,0.108677,0.101859
274,1,granitan,0.751349,0.084573,0.045385,0.015479
274,1,granitan,0.846193,0.14643,0.036833,0.019339
274,3,kembang cengkih,0.748883,0.486398,0.08487,0.075047
274,3,kembang cengkih,0.889716,0.48331,0.066359,0.078932
274,4,kambil sicukil,0.478966,0.491833,0.076432,0.050958
274,2,jung agung,0.079904,0.495565,0.064755,0.087047
274,13,kupi,0.431174,0.805094,0.100224,0.085875
274,6,abstrak,0.224258,0.160109,0.113911,0.125896
274,10,adiwarna,0.542003,0.172698,0.09712,0.079135
274,2,jung agung,0.220062,0.468872,0.107917,0.069568
274,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
274,13,kupi,0.552797,0.852555,0.087531,0.081536
275,6,abstrak,0.073667,0.120102,0.124594,0.114901
275,10,adiwarna,0.41612,0.137219,0.108677,0.101896
275,1,granitan,0.75137,0.08457,0.045365,0.015474
275,1,granitan,0.846221,0.146445,0.036828,0.019339
275,3,kembang cengkih,0.748911,0.486438,0.084802,0.074969
275,3,kembang cengkih,0.889714,0.483305,0.066333,0.078911
275,4,kambil sicukil,0.478971,0.491823,0.076432,0.050958
275,2,jung agung,0.079891,0.495555,0.06476,0.087047
275,13,kupi,0.431628,0.805326,0.100026,0.085724
275,6,abstrak,0.224258,0.160109,0.113911,0.125896
275,10,adiwarna,0.542003,0.172698,0.09712,0.079135
275,2,jung agung,0.220062,0.468872,0.107917,0.069568
275,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
275,13,kupi,0.552797,0.852555,0.087531,0.081536
276,6,abstrak,0.073516,0.120328,0.12426,0.114542
276,10,adiwarna,0.41612,0.137234,0.108687,0.101927
276,1,granitan,0.751391,0.08457,0.045344,0.015474
276,1,granitan,0.84625,0.146461,0.036833,0.019339
276,3,kembang cengkih,0.748938,0.486479,0.084729,0.074885
276,3,kembang cengkih,0.889711,0.483297,0.066307,0.078896
276,4,kambil sicukil,0.478982,0.491812,0.076432,0.050958
276,2,jung agung,0.079878,0.495547,0.064755,0.087052
276,13,kupi,0.432078,0.80556,0.099833,0.085578
276,6,abstrak,0.224258,0.160109,0.113911,0.125896
276,10,adiwarna,0.542003,0.172698,0.09712,0.079135
276,2,jung agung,0.220062,0.468872,0.107917,0.069568
276,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
276,13,kupi,0.552797,0.852555,0.087531,0.081536
277,6,abstrak,0.073362,0.120549,0.123932,0.114182
277,10,adiwarna,0.416117,0.13725,0.108693,0.101969
277,1,granitan,0.751411,0.08457,0.045323,0.015474
277,1,granitan,0.846276,0.146477,0.036833,0.019339
277,3,kembang cengkih,0.748966,0.486518,0.084661,0.074807
277,3,kembang cengkih,0.889706,0.483292,0.066276,0.078875
277,4,kambil sicukil,0.478992,0.491802,0.076432,0.050958
277,2,jung agung,0.079867,0.495539,0.064755,0.087047
277,13,kupi,0.432531,0.805794,0.099635,0.085432
277,6,abstrak,0.224258,0.160109,0.113911,0.125896
277,10,adiwarna,0.542003,0.172698,0.09712,0.079135
277,2,jung agung,0.220062,0.468872,0.107917,0.069568
277,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
277,13,kupi,0.552797,0.852555,0.087531,0.081536
278,6,abstrak,0.073211,0.120771,0.123599,0.113823
278,10,adiwarna,0.416115,0.137266,0.108698,0.102
278,1,granitan,0.75143,0.08457,0.045297,0.015474
278,1,granitan,0.846302,0.146492,0.036833,0.019339
278,3,kembang cengkih,0.748992,0.486557,0.084589,0.074729
278,3,kembang cengkih,0.889703,0.483286,0.06625,0.078854
278,4,kambil sicukil,0.479,0.491789,0.076437,0.050953
278,2,jung agung,0.079857,0.495529,0.064755,0.087047
278,13,kupi,0.432982,0.806029,0.099443,0.085286
278,6,abstrak,0.224258,0.160109,0.113911,0.125896
278,10,adiwarna,0.542003,0.172698,0.09712,0.079135
278,2,jung agung,0.220062,0.468872,0.107917,0.069568
278,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
278,13,kupi,0.552797,0.852555,0.087531,0.081536
279,6,abstrak,0.07306,0.120997,0.123276,0.113464
279,10,adiwarna,0.416112,0.137281,0.108703,0.102042
279,1,granitan,0.751453,0.08457,0.045271,0.015474
279,1,granitan,0.846333,0.146505,0.036833,0.019333
279,3,kembang cengkih,0.749016,0.486596,0.084521,0.074651
279,3,kembang cengkih,0.889703,0.483279,0.066219,0.078839
279,4,kambil sicukil,0.479008,0.491779,0.076432,0.050953
279,2,jung agung,0.079841,0.495518,0.064755,0.087047
279,13,kupi,0.433435,0.806263,0.099245,0.08513
279,6,abstrak,0.224258,0.160109,0.113911,0.125896
279,10,adiwarna,0.542003,0.172698,0.09712,0.079135
279,2,jung agung,0.220062,0.468872,0.107917,0.069568
279,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
279,13,kupi,0.552797,0.852555,0.087531,0.081536
280,6,abstrak,0.072909,0.121219,0.122943,0.113104
280,10,adiwarna,0.416115,0.137297,0.108708,0.102073
280,1,granitan,0.751474,0.08457,0.04525,0.015474
280,1,granitan,0.846359,0.146521,0.036833,0.019333
280,3,kembang cengkih,0.749044,0.486635,0.084453,0.074573
280,3,kembang cengkih,0.889701,0.483273,0.066193,0.078818
280,4,kambil sicukil,0.479018,0.491768,0.076432,0.050953
280,2,jung agung,0.079831,0.49551,0.064755,0.087052
280,13,kupi,0.433885,0.806497,0.099052,0.084984
280,6,abstrak,0.224258,0.160109,0.113911,0.125896
280,10,adiwarna,0.542003,0.172698,0.09712,0.079135
280,2,jung agung,0.220062,0.468872,0.107917,0.069568
280,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
280,13,kupi,0.552797,0.852555,0.087531,0.081536
281,6,abstrak,0.072755,0.121443,0.122615,0.11274
281,10,adiwarna,0.416112,0.137315,0.108714,0.102109
281,1,granitan,0.751495,0.08457,0.045229,0.015474
281,1,granitan,0.846385,0.146534,0.036833,0.019339
281,3,kembang cengkih,0.74907,0.486677,0.08438,0.07449
281,3,kembang cengkih,0.889698,0.483266,0.066167,0.078802
281,4,kambil sicukil,0.479029,0.491758,0.076432,0.050953
281,2,jung agung,0.07982,0.4955,0.064755,0.087052
281,13,kupi,0.434339,0.806732,0.098854,0.084839
281,6,abstrak,0.224258,0.160109,0.113911,0.125896
281,10,adiwarna,0.542003,0.172698,0.09712,0.079135
281,2,jung agung,0.220062,0.468872,0.107917,0.069568
281,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
281,13,kupi,0.552797,0.852555,0.087531,0.081536
282,6,abstrak,0.072604,0.121667,0.122281,0.112385
282,10,adiwarna,0.416109,0.137328,0.108719,0.102146
282,1,granitan,0.751513,0.08457,0.045203,0.015474
282,1,granitan,0.846414,0.146549,0.036828,0.019339
282,3,kembang cengkih,0.749099,0.486716,0.084313,0.074411
282,3,kembang cengkih,0.889695,0.483258,0.066141,0.078776
282,4,kambil sicukil,0.479034,0.491747,0.076432,0.050953
282,2,jung agung,0.079807,0.495492,0.06476,0.087047
282,13,kupi,0.434789,0.806966,0.098661,0.084693
282,6,abstrak,0.224258,0.160109,0.113911,0.125896
282,10,adiwarna,0.542003,0.172698,0.09712,0.079135
282,2,jung agung,0.220062,0.468872,0.107917,0.069568
282,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
282,13,kupi,0.552797,0.852555,0.087531,0.081536
283,6,abstrak,0.072451,0.121888,0.121953,0.112026
283,10,adiwarna,0.416109,0.137344,0.108729,0.102177
283,1,granitan,0.751534,0.084568,0.045182,0.015479
283,1,granitan,0.846443,0.146565,0.036833,0.019339
283,3,kembang cengkih,0.749122,0.486755,0.084245,0.074333
283,3,kembang cengkih,0.889693,0.48325,0.066115,0.07876
283,4,kambil sicukil,0.479044,0.491737,0.076432,0.050953
283,2,jung agung,0.079794,0.495482,0.064755,0.087047
283,13,kupi,0.43524,0.807201,0.098458,0.084536
283,6,abstrak,0.224258,0.160109,0.113911,0.125896
283,10,adiwarna,0.542003,0.172698,0.09712,0.079135
283,2,jung agung,0.220062,0.468872,0.107917,0.069568
283,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
283,13,kupi,0.552797,0.852555,0.087531,0.081536
284,6,abstrak,0.072299,0.122112,0.12162,0.111661
284,10,adiwarna,0.416109,0.137359,0.108729,0.102219
284,1,granitan,0.751555,0.084568,0.045161,0.015479
284,1,granitan,0.846469,0.146581,0.036833,0.019339
284,3,kembang cengkih,0.749151,0.486794,0.084177,0.074255
284,3,kembang cengkih,0.88969,0.483245,0.066078,0.07874
284,4,kambil sicukil,0.479055,0.491727,0.076432,0.050953
284,2,jung agung,0.079784,0.495474,0.064755,0.087052
284,13,kupi,0.435693,0.807435,0.09826,0.084391
284,6,abstrak,0.224258,0.160109,0.113911,0.125896
284,10,adiwarna,0.542003,0.172698,0.09712,0.079135
284,2,jung agung,0.220062,0.468872,0.107917,0.069568
284,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
284,13,kupi,0.552797,0.852555,0.087531,0.081536
285,6,abstrak,0.072146,0.122336,0.121292,0.111307
285,10,adiwarna,0.416107,0.137375,0.108734,0.10225
285,1,granitan,0.751576,0.084568,0.045141,0.015479
285,1,granitan,0.846495,0.146596,0.036833,0.019339
285,3,kembang cengkih,0.749177,0.486833,0.084104,0.074177
285,3,kembang cengkih,0.889687,0.483237,0.066052,0.078724
285,4,kambil sicukil,0.479063,0.491714,0.076437,0.050958
285,2,jung agung,0.079773,0.495464,0.064755,0.087052
285,13,kupi,0.436143,0.807669,0.098068,0.084245
285,6,abstrak,0.224258,0.160109,0.113911,0.125896
285,10,adiwarna,0.542003,0.172698,0.09712,0.079135
285,2,jung agung,0.220062,0.468872,0.107917,0.069568
285,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
285,13,kupi,0.552797,0.852555,0.087531,0.081536
286,6,abstrak,0.071995,0.12256,0.120969,0.110943
286,10,adiwarna,0.416107,0.137393,0.108745,0.102286
286,1,granitan,0.751596,0.084565,0.04512,0.015474
286,1,granitan,0.846523,0.146612,0.036828,0.019339
286,3,kembang cengkih,0.749203,0.486872,0.084031,0.074099
286,3,kembang cengkih,0.889685,0.483232,0.066026,0.078703
286,4,kambil sicukil,0.47907,0.491703,0.076432,0.050958
286,2,jung agung,0.079758,0.495456,0.064755,0.087047
286,13,kupi,0.436596,0.807901,0.09787,0.084094
286,6,abstrak,0.224258,0.160109,0.113911,0.125896
286,10,adiwarna,0.542003,0.172698,0.09712,0.079135
286,2,jung agung,0.220062,0.468872,0.107917,0.069568
286,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
286,13,kupi,0.552797,0.852555,0.087531,0.081536
287,6,abstrak,0.071844,0.122781,0.120635,0.110583
287,10,adiwarna,0.416104,0.137406,0.10875,0.102323
287,1,granitan,0.751617,0.084565,0.045089,0.015474
287,1,granitan,0.846552,0.146625,0.036833,0.019333
287,3,kembang cengkih,0.749232,0.486914,0.083964,0.074016
287,3,kembang cengkih,0.889682,0.483224,0.066,0.078688
287,4,kambil sicukil,0.479081,0.491693,0.076432,0.050958
287,2,jung agung,0.079747,0.495445,0.064755,0.087047
287,13,kupi,0.437047,0.808135,0.097677,0.083948
287,6,abstrak,0.224258,0.160109,0.113911,0.125896
287,10,adiwarna,0.542003,0.172698,0.09712,0.079135
287,2,jung agung,0.220062,0.468872,0.107917,0.069568
287,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
287,13,kupi,0.552797,0.852555,0.087531,0.081536
288,6,abstrak,0.07169,0.123005,0.120307,0.110229
288,10,adiwarna,0.416104,0.137424,0.10875,0.102359
288,1,granitan,0.751638,0.084565,0.045068,0.015474
288,1,granitan,0.846578,0.146641,0.036833,0.019333
288,3,kembang cengkih,0.749255,0.486953,0.083896,0.073937
288,3,kembang cengkih,0.88968,0.483219,0.065974,0.078667
288,4,kambil sicukil,0.479089,0.491682,0.076437,0.050958
288,2,jung agung,0.079737,0.495435,0.064755,0.087047
288,13,kupi,0.4375,0.808372,0.097479,0.083797
288,6,abstrak,0.224258,0.160109,0.113911,0.125896
288,10,adiwarna,0.542003,0.172698,0.09712,0.079135
288,2,jung agung,0.220062,0.468872,0.107917,0.069568
288,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
288,13,kupi,0.552797,0.852555,0.087531,0.081536
289,6,abstrak,0.071539,0.123229,0.119974,0.109865
289,10,adiwarna,0.416104,0.13744,0.10876,0.102391
289,1,granitan,0.751659,0.084565,0.045047,0.015474
289,1,granitan,0.846604,0.146654,0.036833,0.019339
289,3,kembang cengkih,0.749284,0.486992,0.083828,0.073859
289,3,kembang cengkih,0.88968,0.483211,0.065943,0.078651
289,4,kambil sicukil,0.479096,0.491672,0.076432,0.050958
289,2,jung agung,0.079727,0.495427,0.064755,0.087052
289,13,kupi,0.437951,0.808607,0.097286,0.083651
289,6,abstrak,0.224258,0.160109,0.113911,0.125896
289,10,adiwarna,0.542003,0.172698,0.09712,0.079135
289,2,jung agung,0.220062,0.468872,0.107917,0.069568
289,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
289,13,kupi,0.552797,0.852555,0.087531,0.081536
290,6,abstrak,0.071385,0.123453,0.119646,0.10951
290,10,adiwarna,0.416102,0.137456,0.108766,0.102432
290,1,granitan,0.75168,0.084565,0.045026,0.015474
290,1,granitan,0.846635,0.146669,0.036833,0.019339
290,3,kembang cengkih,0.74931,0.487031,0.083755,0.073781
290,3,kembang cengkih,0.889677,0.483206,0.065917,0.07863
290,4,kambil sicukil,0.479107,0.491661,0.076432,0.050958
290,2,jung agung,0.079711,0.495419,0.064755,0.087047
290,13,kupi,0.438404,0.808839,0.097089,0.0835
290,6,abstrak,0.224258,0.160109,0.113911,0.125896
290,10,adiwarna,0.542003,0.172698,0.09712,0.079135
290,2,jung agung,0.220062,0.468872,0.107917,0.069568
290,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
290,13,kupi,0.552797,0.852555,0.087531,0.081536
291,6,abstrak,0.071234,0.123677,0.119313,0.109146
291,10,adiwarna,0.416099,0.137471,0.108771,0.102464
291,1,granitan,0.751698,0.084565,0.045,0.015474
291,1,granitan,0.846661,0.146685,0.036833,0.019339
291,3,kembang cengkih,0.749339,0.48707,0.083687,0.073703
291,3,kembang cengkih,0.889674,0.483198,0.065891,0.078615
291,4,kambil sicukil,0.479117,0.491648,0.076432,0.050953
291,2,jung agung,0.079701,0.495409,0.064755,0.087047
291,13,kupi,0.438854,0.809073,0.096896,0.083354
291,6,abstrak,0.224258,0.160109,0.113911,0.125896
291,10,adiwarna,0.542003,0.172698,0.09712,0.079135
291,2,jung agung,0.220062,0.468872,0.107917,0.069568
291,4,kambil sicukil,0.476659,0.495839,0.093526,0.075531
291,13,kupi,0.552797,0.852555,0.087531,0.081536
